H-ID,type_id,current_shelfmark,location H-ID,collection,invented_label,is_hypothetical,is_hypothetical TRM-ID,claim_freetext,collection_of_fragments,collection_of_fragments TRM-ID,old_shelfmark,digitization H-ID,digitization_freetext,date_of_creation,date_freetext,date_of_creation_source,place_of_creation H-ID,place_of_creation_freetext,place_of_creation_source,described_by_source H-ID,described_at_URL,online_catalogue_URL,ARK,reference_notes,review_status,review_status TRM-ID,review_note
45530,106,Ms. 11040,43904.0,,,unknown,9770,,unknown,9535,[],[],[https://uurl.kbr.be/2116428],,,,,,,[],[],https://opac.kbr.be/LIBRARY/doc/SYRACUSE/15230742,,[],Open,9698,
45531,106,AF A8,43906.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45532,106,183-04,43909.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45533,106,Ms PA 77,43910.0,Palais des Arts,,No,9483,,unknown,9535,"[Delandine, 675]",[46450],[],,,,,,,[],[],https://ccfr.bnf.fr/portailccfr/jsp/index_view_direct_anonymous.jsp?record=eadcgm:EADC:D34010499,,[],Open,9698,
45534,106,Ms 767,43910.0,,,No,9483,,unknown,9535,[685],[],[],,,,,,,[],[],https://ccfr.bnf.fr/portailccfr/jsp/index_view_direct_anonymous.jsp?record=eadcgm:EADC:D33B10327,,[],Open,9698,
45535,106,Ms 769,43910.0,,,No,9483,,unknown,9535,[687],[46443],[],,,,,,,[],[],https://ccfr.bnf.fr/portailccfr/jsp/index_view_direct_anonymous.jsp?record=eadcgm:EADC:D33B10332,,[],Open,9698,
45536,106,5 (D3 502),43742.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45537,106,Ms 867,43910.0,,,No,9483,,unknown,9535,[772],[],[],,,,,,,[],[],https://ccfr.bnf.fr/portailccfr/jsp/index_view_direct_anonymous.jsp?record=eadcgm:EADC:D33B10591,,[],Open,9698,
45538,106,Ms 744,43910.0,,,No,9483,,unknown,9535,[651],[],[],,,,,,,[],[],https://ccfr.bnf.fr/portailccfr/jsp/index_view_direct_anonymous.jsp?record=eadcgm:EADC:D33B10276,,[],Open,9698,
45539,106,Ms 743,43910.0,,,No,9483,,unknown,9535,[],[46472],[],,,,,,,[],[],https://ccfr.bnf.fr/portailccfr/jsp/index_view_direct_anonymous.jsp?record=eadcgm:EADC:D33B10272,,[],Open,9698,
45540,106,78 D 8,43997.0,,,No,9483,,No,9498,[],[],[https://www.huondauvergne.org/facsimiles/b-facsimile.html],,,,,,,[],[],https://id.smb.museum/object/948687,,[],Open,9698,
45541,106,St Godehard 1,43914.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45542,106,Garrett MS. 125,43915.0,Garrett,,unknown,9770,,unknown,9535,[],[],[https://catalog.princeton.edu/catalog/9936584593506421#view],,,,,,,[],[],https://catalog.princeton.edu/catalog/9936584593506421,,[],Open,9698,
45543,106,cartella I XII C6,43917.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45544,106,Add MS 10294,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45545,106,Add MS 23930,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45546,106,Add MS 34114,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45547,106,642,43743.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45548,106,Add MS 36673,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45549,106,Add MS 10289,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45550,106,Add MS 10292,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45551,106,Add MS 16955,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45552,106,Add MS 5474,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45553,106,Add MS 38117,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45554,106,Add MS 15212,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45555,106,Add MS 36880,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45556,106,Add MS 38663,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45557,106,Add MS 12228,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45558,106,Cod. 95 A (9),43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45559,106,Add MS 10293,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45560,106,Add MS 41295G,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,Is this shelfmark correct? Is it supposed to have a G?
45561,106,Add MS 38662,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45562,106,Add MS 15213,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45563,106,Add MS 32125,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45564,106,Add MS 30863,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45565,106,Add MS 35289,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45566,106,Add MS 36615,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45567,106,Add MS 23929,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45568,106,Add MS 46701,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45569,106,A 260,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45570,106,Add MS 14100,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45571,106,Add MS 36614,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45572,106,Add MS 46140,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45573,106,Add MS 17443,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45574,106,Add MS 41295,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45575,106,Arundel MS 220,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[https://data.biblissima.fr/w/Item:Q272905],,,[],Open,9698,
45576,106,Cotton MS Otho D II,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[https://data.biblissima.fr/w/Item:Q272631],,,[],Open,9698,
45577,106,Egerton MS 3028,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[https://data.biblissima.fr/w/Item:Q272797],,,[],Open,9698,
45578,106,Egerton MS 2515,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[https://data.biblissima.fr/w/Item:Q272332],,,[],Open,9698,
45579,106,Harley MS 4404,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45580,106,Cod. 627,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45581,106,Harley MS 6340,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45582,106,Harley MS 527,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45583,106,Harley MS 4334,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45584,106,Harley MS 3775,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45585,106,Harley MS 4419,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45586,106,Harley MS 3860,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45587,106,Harley MS 1321,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[https://data.biblissima.fr/w/Item:Q272349],,,[],Open,9698,
45588,106,Harley MS 4971,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45589,106,Harley MS 3983,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45590,106,Harley MS 4482,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45591,106,Cod. 238,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45592,106,Harley MS 4389,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45593,106,Harley MS 4979,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45594,106,Harley MS 4487,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45595,106,Harley MS 4903,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45596,106,Lansdowne MS 782,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45597,106,Lansdowne MS 757,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45598,106,Lansdowne MS 362,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[https://data.biblissima.fr/w/Item:Q272836],,,[],Open,9698,
45599,106,Royal MS 20 C VI,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45600,106,Royal MS 20 B XIX,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45601,106,Royal MS 17 E IV,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45602,106,Beinecke MS 591,43722.0,,,unknown,9770,,unknown,9535,[],[],[https://collections.library.yale.edu/mirador/9998991],,,,,,,[],[],https://collections.library.yale.edu/catalog/9998991,,[],Open,9698,
45603,106,Cod. 113,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45604,106,Royal MS 12 C XII,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45605,106,Royal MS 20 D II,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45606,106,Royal MS 8 F IX,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45607,106,Royal MS 14 E III,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45608,106,Royal MS 15 E VI,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45609,106,Royal MS 16 E VIII,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45610,106,Royal MS 19 D I,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45611,106,Royal MS 16 G II,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45612,106,Royal MS 19 B VII,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45613,106,Royal MS 20 D XI,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45614,106,Cod. 354,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45615,106,Royal MS 20 A II,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45616,106,Royal MS 19 C XII,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45617,106,Royal MS 19 C XIII,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45618,106,Royal MS 20 B XX,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45619,106,Royal MS 20 D IV,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45620,106,Royal MS 20 D III,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45621,106,Royal MS 15 A XI,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45622,106,Royal MS 20 B VIII,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45623,106,Royal MS 20 A V,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45624,106,Royal MS 21 D XI,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45625,106,Cod. 320,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45626,106,Yates Thompson MS 35,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[https://data.biblissima.fr/w/Item:Q149541],,,[],Open,9698,
45627,106,Add MS 16441,43919.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Open,9698,
45628,106,1,43920.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45629,106,69,43922.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45630,106,framm. B4,43923.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45631,106,643,43924.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45632,106,18 E 10,43925.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45633,106,"mazzo 813, fascicolo 43",43926.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45634,106,"mazzo 813, fascicolo 45",43926.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45635,106,1591,43927.0,,,No,9483,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45636,106,Cod. 41,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45637,106,192,43927.0,,,No,9483,,unknown,9535,[],[],[],,,,,,,[],[],https://ccfr.bnf.fr/portailccfr/jsp/index_view_direct_anonymous.jsp?record=eadcgm:EADC:D05010549,,[],Open,9698,
45638,106,D 641 / 1 / 2 / 84,43928.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45639,106,MS 065,43929.0,,,No,9483,,No,9498,[],[],[],,,,,,,[],[],https://alliance-uoregon.primo.exlibrisgroup.com/permalink/01ALLIANCE_UO/8b28id/alma9960565001852,,[],Open,9698,
45640,106,"Fr, 323",43930.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45641,106,636,43931.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45642,106,6138,43931.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45643,106,Ms-3354,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc840610,ark:/12148/cc840610,[],Open,9698,
45644,106,Ms-3353,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46615],[https://gallica.bnf.fr/ark:/12148/btv1b550081732],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84060r,ark:/12148/cc84060r,[],Open,9698,
45645,106,Ms-3145,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc838745,ark:/12148/cc838745,[],Open,9698,
45646,106,Ms-3152,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc83881n,ark:/12148/cc83881n,[],Open,9698,
45647,106,Cod. 573,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45648,106,Ms-6562,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46726],[https://gallica.bnf.fr/ark:/12148/btv1b52509007k],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc86500n,ark:/12148/cc86500n,[],Open,9698,
45649,106,Ms-5201,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46816],[https://gallica.bnf.fr/ark:/12148/btv1b550101223],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc853901,ark:/12148/cc853901,[],Open,9698,
45650,106,Ms-3481,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46827],[https://gallica.bnf.fr/ark:/12148/btv1b55000505t],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84154p,ark:/12148/cc84154p,[],Open,9698,
45651,106,Ms-3350,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46838],[http://gallica.bnf.fr/ark:/12148/btv1b10467112q],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc840577,ark:/12148/cc840577,[],Open,9698,
45652,106,Ms-3342,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84049h,ark:/12148/cc84049h,[],Open,9698,
45653,106,Ms-3321,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46849],[https://gallica.bnf.fr/ark:/12148/btv1b525095474],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84028v,ark:/12148/cc84028v,[],Open,9698,
45654,106,Ms-2998,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46860],[http://gallica.bnf.fr/ark:/12148/btv1b55013310k],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/78910],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc83727p,ark:/12148/cc83727p,[],Open,9698,
45655,106,Ms-2992,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/78337],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc837217,ark:/12148/cc837217,[],Open,9698,
45656,106,Ms-2991,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/78096],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc837200,ark:/12148/cc837200,[],Open,9698,
45657,106,Ms-3349,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46871],[https://gallica.bnf.fr/ark:/12148/btv1b52505340v],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc840560,ark:/12148/cc840560,[],Open,9698,
45658,106,Cod. 228,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45659,106,Ms-2986,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/42934],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc837167,ark:/12148/cc837167,[],Open,9698,
45660,106,Ms-2990,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/74598],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc83719z,ark:/12148/cc83719z,[],Open,9698,
45661,106,Ms-3141,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46505],[http://gallica.bnf.fr/ark:/12148/btv1b525104185],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/42942],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc838706,ark:/12148/cc838706,[],Open,9698,
45662,106,Ms-3142,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46516],[https://gallica.bnf.fr/ark:/12148/btv1b55003999w],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/42943],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc83871f,ark:/12148/cc83871f,[],Open,9698,
45663,106,Ms-3357,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84064q,ark:/12148/cc84064q,[],Open,9698,
45664,106,Ms-3480,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46527],[https://gallica.bnf.fr/ark:/12148/btv1b55001676w],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc87644r,ark:/12148/cc87644r,[],Open,9698,
45665,106,Ms-3477,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46538],[https://gallica.bnf.fr/ark:/12148/btv1b7100331q],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc841526/cd0e81,ark:/12148/cc841526/cd0e81,[],Open,9698,
45666,106,Ms-5072,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46549],[https://gallica.bnf.fr/ark:/12148/btv1b8426778v],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc85284m/cd0e124,ark:/12148/cc85284m/cd0e124,[],Open,9698,
45667,106,Ms-4848,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc85108r,ark:/12148/cc85108r,[],Open,9698,
45668,106,Ms-3516,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46560],[https://gallica.bnf.fr/ark:/12148/btv1b55000507q],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84176k,ark:/12148/cc84176k,[],Open,9698,
45669,106,Cod. 296,43744.0,,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45670,106,Ms-3478,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46571],[https://gallica.bnf.fr/ark:/12148/btv1b550005011],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc841526/cd0e107,ark:/12148/cc841526/cd0e107,[],Open,9698,
45671,106,Ms-3325,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46582],[https://gallica.bnf.fr/ark:/12148/btv1b7100011x],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84032m,ark:/12148/cc84032m,[],Open,9698,
45672,106,Ms-3322,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc840293,ark:/12148/cc840293,[],Open,9698,
45673,106,Ms-2996,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/42936],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc837256,ark:/12148/cc837256,[],Open,9698,
45674,106,Ms-2985,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46593],[https://gallica.bnf.fr/ark:/12148/btv1b52503009d],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/74575],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc837150,ark:/12148/cc837150,[],Open,9698,
45675,106,Ms-2997,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46451],[],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/42937],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc83726f,ark:/12148/cc83726f,[],Open,9698,
45676,106,Ms-6565,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46604],[http://gallica.bnf.fr/ark:/12148/btv1b52513074c],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc86503c,ark:/12148/cc86503c,[],Open,9698,
45677,106,Ms-3149,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc838784,ark:/12148/cc838784,[],Open,9698,
45678,106,Ms-3139,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[http://jonas.irht.cnrs.fr/manuscrit/42940],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc83868x,ark:/12148/cc83868x,[],Open,9698,
45679,106,Ms-3143,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc83872p,ark:/12148/cc83872p,[],Open,9698,
45680,106,"De Ricci, 145",43745.0,De Ricci,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],,,[],Action required,9697,
45681,106,Ms-3144,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc83873x,ark:/12148/cc83873x,[],Open,9698,
45682,106,Ms-3340,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46616],[http://gallica.bnf.fr/ark:/12148/btv1b10467114m],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc840471,ark:/12148/cc840471,[],Open,9698,
45683,106,Ms-3473,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84148f,ark:/12148/cc84148f,[],Open,9698,
45684,106,Ms-3343,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[],[],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84050j,ark:/12148/cc84050j,[],Open,9698,
45685,106,Ms-3346,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46627],[https://gallica.bnf.fr/ark:/12148/btv1b52503762d],,,,,,,[],"[http://jonas.irht.cnrs.fr/manuscrit/42975, https://data.biblissima.fr/entity/Q33125]",https://archivesetmanuscrits.bnf.fr/ark:/12148/cc840538,ark:/12148/cc840538,[],Open,9698,
45686,106,Ms-3482,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46638],[https://gallica.bnf.fr/ark:/12148/btv1b55000503x],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc84155x,ark:/12148/cc84155x,[],Open,9698,
45687,106,Ms-5073,43932.0,Arsenal,,unknown,9770,,unknown,9535,[],[46649],[https://gallica.bnf.fr/ark:/12148/btv1b550071656],,,,,,,[],[],https://archivesetmanuscrits.bnf.fr/ark:/12148/cc85284m/cd0e245,ark:/12148/cc85284m/cd0e245,[],Open,9698,
